"hhold_ID","discount_original","coupon_received","cabin_type","est_inc","season_of_year","ticket_spend","cruise_theme","incidental_spending","park_package","embark_port","res_to_port","number_children","oldest_child_age","dis_plus_sub","return_1065"
7376,1,0,"Inside",27628.248,"Summer",2029,"Star Wars",2898.75434300911,1,"Copenhagen",29,2,17,1,0
7412,1,0,"Verandah",3738203.998,"Summer",3113,"prin_fro",11698.6340445876,1,"Copenhagen",95,0,NA,1,0
7443,1,1,"Concierge",5459.184,"Winter",2306,"Marvel",2898.75434300911,1,"Port Canaveral",56,3,17,0,0
7475,1,1,"Oceanview",2025.854,"Spring",1764,"Princess/Frozen",2898.75434300911,1,"Barcelona",56,2,5,0,0
7481,1,1,"Oceanview",8615556.417,"Summer",1564,"NaN",55867.7971683525,1,"San Diego",50,2,7,1,0
7483,1,0,"Inside",1453443.87,"Spring",1974,"Marvel",2796.64849330448,1,"San Diego",154,2,16,0,1
7488,1,0,"Inside",2832.529,"Winter",2437,"Star Wars",11431.5031161971,1,"Barcelona",102,2,10,0,0
126,1,0,"Oceanview",32258.176,"Spring",1532,"Marvel",3329.939524794,1,"Barcelona",53,1,18,0,0
475,1,1,"Verandah",9616.763,"Winter",1918,"Marvel",2898.75434300911,1,"Barcelona",159,1,14,0,0
1693,1,1,"Oceanview",92669.706,"Fall",2756,"Princess/Frozen",2277.51444513537,1,"San Diego",113,1,14,0,1
1974,1,0,"Concierge",291309.587,"Spring",3365,"prin_fro",2363.44499773383,1,"Port Canaveral",62,0,NA,1,0
2217,1,0,"Verandah",88083.522,"Fall",2998,"prin_fro",64.1357755620033,1,"Barcelona",56,1,14,1,0
2628,1,1,"Inside",35625.526,"Summer",1832,"prin_fro",2898.75434300911,1,"Barcelona",51,1,17,1,0
2777,1,0,"Concierge",1509.332,"Winter",3172,"NaN",4930.44406885244,1,"New York",128,0,NA,0,0
3247,1,0,"Oceanview",148585.188,"Summer",2788,"starwars",4822.62339939922,1,"Barcelona",75,0,NA,0,0
3273,1,1,"Oceanview",631.249,"Spring",2506,"NaN",11634.9588462397,1,"New York",40,1,17,1,0
3785,1,1,"Inside",383.343,"Winter",1277,"prin_fro",5053.09599788897,1,"Copenhagen",35,1,17,0,0
4962,1,0,"Concierge",7325.377,"Summer",3550,"Princess/Frozen",2898.75434300911,1,"Barcelona",177,1,16,0,0
5468,1,1,"Inside",70555.4137472,"Fall",2221,"Star Wars",4270.41769859306,1,"Copenhagen",36,0,NA,0,0
5585,1,0,"Concierge",75062.345,"Winter",2449,"NaN",8527.41637543924,1,"Copenhagen",138,0,NA,0,0
5640,1,0,"Inside",14218.274,"Fall",2555,"starwars",2898.75434300911,1,"Barcelona",108,1,14,0,0
5863,1,0,"Oceanview",31.193,"Spring",2199,"Star Wars",2923.92590124346,1,"Barcelona",205,0,NA,1,0
5964,1,1,"Oceanview",6445.156,"Winter",1752,"Princess/Frozen",2898.75434300911,1,"New York",163,0,NA,0,0
6411,1,0,"Verandah",1085.468,"Summer",1969,"Marvel",7535.66511192024,1,"Barcelona",42,0,NA,0,0
6425,1,0,"Inside",69485.1193792,"Winter",2265,"starwars",2034.45959819071,1,"Port Canaveral",81,1,18,0,0
6535,1,0,"Concierge",70128.054,"Summer",2573,"Princess/Frozen",2898.75434300911,1,"Copenhagen",30,1,17,1,0
6923,1,0,"Inside",43220.462,"Spring",1390,"Marvel",1766.47037138678,1,"Port Canaveral",174,0,NA,0,0
7016,1,1,"Inside",1910.249,"Summer",1696,"prin_fro",2898.75434300911,1,"Copenhagen",41,1,17,1,0
7153,1,0,"Verandah",8084.71,"Fall",2609,"Star Wars",2898.75434300911,1,"Port Canaveral",46,1,17,0,0
26,1,1,"Oceanview",245.524,"Winter",2318,"NaN",9845.3412782155,1,"Copenhagen",44,2,10,1,0
117,1,0,"Verandah",202558.555,"Winter",2825,"Star Wars",2898.75434300911,1,"Barcelona",248,2,2,0,0
141,1,0,"Inside",29525.934,"Winter",2119,"NaN",1669.11782718301,1,"Port Canaveral",83,2,2,0,0
145,1,0,"Concierge",3976.417,"Spring",3560,"NaN",4304.16624157131,1,"Barcelona",206,2,10,0,0
167,1,0,"Oceanview",202161.129,"Summer",1617,"Marvel",2898.75434300911,1,"Barcelona",49,2,4,0,0
212,1,1,"Oceanview",5082.626,"Fall",2202,"starwars",2898.75434300911,1,"San Diego",59,3,18,0,0
218,1,0,"Verandah",28.221,"Winter",3099,"Marvel",2898.75434300911,1,"Barcelona",59,3,15,1,0
222,1,0,"Verandah",61689.419,"Summer",2493,"prin_fro",12509.0768843327,1,"Copenhagen",97,3,13,0,0
282,1,0,"Verandah",537.476,"Spring",2479,"Star Wars",2898.75434300911,1,"San Diego",84,3,12,0,0
309,1,0,"Verandah",14162.485,"Winter",1925,"Marvel",1508.64587845057,1,"San Diego",66,1,3,0,0
325,1,1,"Oceanview",9885.733,"Spring",2199,"Marvel",2258.83568894863,1,"Copenhagen",54,3,17,0,0
339,1,0,"Verandah",1804.126,"Spring",2853,"Princess/Frozen",2898.75434300911,1,"Port Canaveral",77,2,14,0,0
356,1,1,"Inside",69227.404,"Fall",2074,"NaN",2592.72253803574,1,"New York",37,5,11,0,0
361,1,0,"Oceanview",703323.887,"Spring",1536,"Princess/Frozen",2898.75434300911,1,"Barcelona",69,2,7,1,0
369,1,0,"Concierge",17758.062,"Spring",3294,"Star Wars",2602.87685858309,1,"Port Canaveral",41,3,15,1,0
392,1,0,"Inside",73207.115,"Fall",2251,"prin_fro",2437.85055511557,1,"Port Canaveral",80,3,14,1,0
455,1,0,"Concierge",10745.786,"Summer",3320,"starwars",6744.81524633467,1,"San Diego",235,1,8,1,0
532,1,1,"Inside",5579.127,"Spring",1915,"Star Wars",4202.81610582843,1,"Copenhagen",38,3,15,0,0
572,1,0,"Inside",91501.775,"Summer",1574,"starwars",2898.75434300911,1,"New York",24,1,10,0,1
598,1,1,"Concierge",162477.324,"Fall",2510,"Star Wars",9017.35019625463,1,"Copenhagen",25,3,12,0,0
607,1,0,"Inside",109.859,"Fall",1629,"starwars",10269.5126038551,1,"New York",101,3,14,1,1
657,1,0,"Verandah",9464.283,"Summer",2552,"Marvel",2898.75434300911,1,"Port Canaveral",63,2,10,0,0
749,1,1,"Verandah",34428.67,"Winter",2308,"Princess/Frozen",2707.58907699659,1,"Barcelona",84,0,NA,0,0
759,1,0,"Verandah",496544.454,"Fall",2976,"Marvel",2898.75434300911,1,"New York",129,1,4,1,0
789,1,1,"Concierge",3212.564,"Fall",3114,"NaN",2898.75434300911,1,"Barcelona",186,2,16,1,0
817,1,0,"Inside",401695.862,"Summer",1988,"NaN",3772.18689215854,1,"Barcelona",49,1,3,1,0
863,1,1,"Oceanview",18382.635,"Winter",1507,"Marvel",6251.1763439294,1,"Copenhagen",36,3,17,0,0
908,1,0,"Verandah",28723.7051824,"Spring",2159,"starwars",2898.75434300911,1,"San Diego",81,2,16,0,1
909,1,1,"Verandah",21526.977,"Winter",2665,"Marvel",2898.75434300911,1,"Barcelona",27,2,7,1,0
914,1,1,"Inside",2202.945,"Summer",1157,"starwars",1895.81533986218,1,"New York",148,3,15,1,0
974,1,0,"Verandah",246955.792,"Summer",2908,"Princess/Frozen",5113.59922987446,1,"Copenhagen",48,2,11,1,0
982,1,1,"Inside",415.434,"Fall",2203,"Marvel",1871.36157077216,1,"Barcelona",24,4,14,1,0
985,1,0,"Inside",401993.858,"Fall",1715,"NaN",2898.75434300911,1,"Copenhagen",25,3,14,1,0
986,1,0,"Verandah",3003.743,"Spring",1999,"prin_fro",2898.75434300911,1,"Copenhagen",44,5,12,0,1
1033,1,0,"Oceanview",75890.868,"Winter",2218,"starwars",902.871589179337,1,"Copenhagen",56,0,NA,0,1
1057,1,0,"Concierge",69097.508072,"Spring",3536,"Star Wars",2898.75434300911,1,"New York",43,3,17,0,0
1072,1,1,"Concierge",575.083,"Spring",2612,"Princess/Frozen",2898.75434300911,1,"Port Canaveral",94,3,18,1,0
1087,1,1,"Verandah",252450.396,"Winter",3027,"prin_fro",2898.75434300911,1,"Barcelona",70,2,7,1,0
1096,1,0,"Inside",15937.855,"Summer",2047,"prin_fro",2898.75434300911,1,"Port Canaveral",157,2,7,1,0
1164,1,0,"Verandah",13316.134,"Spring",2253,"starwars",2898.75434300911,1,"Copenhagen",78,2,2,0,0
1174,1,0,"Oceanview",1090.789,"Winter",2017,"starwars",1771.440508857,1,"New York",14,2,17,0,0
1179,1,1,"Oceanview",70886.7448528,"Fall",2779,"prin_fro",2898.75434300911,1,"Copenhagen",59,2,4,0,0
1186,1,0,"Concierge",1002.708,"Winter",3586,"prin_fro",3844.43233761191,1,"Copenhagen",28,1,8,0,0
1200,1,0,"Oceanview",20471.4342368,"Fall",2442,"Star Wars",8370.3515761286,1,"New York",44,2,16,0,0
1225,1,0,"Oceanview",424474.838,"Spring",1494,"NaN",22.669513021782,1,"New York",17,2,17,0,1
1248,1,0,"Inside",629501.756,"Winter",2518,"NaN",1624.82025634609,1,"Barcelona",33,4,16,1,1
1259,1,0,"Inside",67.349,"Summer",1843,"Princess/Frozen",2395.36415667236,1,"Barcelona",47,3,16,0,1
1272,1,0,"Concierge",49364.8122128,"Winter",2709,"starwars",2898.75434300911,1,"San Diego",69,2,7,1,0
1285,1,0,"Concierge",17030.09,"Winter",2643,"prin_fro",2898.75434300911,1,"Port Canaveral",136,0,NA,1,1
1346,1,0,"Oceanview",99798.557,"Winter",2693,"Star Wars",2898.75434300911,1,"Port Canaveral",47,2,5,0,0
1366,1,0,"Verandah",37262.521,"Fall",1700,"Princess/Frozen",2417.61363512836,1,"Port Canaveral",89,3,15,1,0
1413,1,0,"Concierge",125313.026,"Fall",2107,"prin_fro",2898.75434300911,1,"Copenhagen",123,2,5,1,0
1426,1,0,"Concierge",300697.938,"Summer",2595,"prin_fro",1899.96568980217,1,"New York",29,2,9,1,0
1502,1,0,"Inside",389783.504,"Spring",1261,"NaN",7613.81739610732,1,"New York",62,2,8,1,0
1554,1,1,"Inside",68.1,"Fall",2107,"NaN",2898.75434300911,1,"Barcelona",54,4,14,0,0
1586,1,0,"Concierge",1307.29,"Spring",2973,"Star Wars",2898.75434300911,1,"Copenhagen",187,4,11,0,0
1614,1,0,"Verandah",91082.3653936,"Fall",1827,"starwars",2898.75434300911,1,"San Diego",76,5,18,0,0
1626,1,1,"Oceanview",1402.024,"Summer",2716,"starwars",2898.75434300911,1,"Port Canaveral",44,2,13,0,0
1634,1,0,"Concierge",2580.059,"Spring",3220,"Star Wars",12016.1864217442,1,"Copenhagen",62,3,16,0,0
1653,1,0,"Oceanview",299072.572,"Summer",2508,"Marvel",2898.75434300911,1,"San Diego",74,6,16,0,1
1655,1,0,"Verandah",10058.887,"Winter",1789,"Marvel",2898.75434300911,1,"San Diego",96,0,NA,0,0
1671,1,0,"Inside",8940.595,"Spring",2232,"Star Wars",2898.75434300911,1,"Barcelona",87,3,14,0,0
1679,1,0,"Concierge",18104.657,"Fall",2635,"prin_fro",10690.3935337853,1,"San Diego",57,0,NA,0,0
1696,1,0,"Oceanview",25868.854,"Spring",1457,"Marvel",8656.25630929545,1,"Barcelona",58,2,3,0,0
1706,1,0,"Verandah",56065.541,"Fall",2346,"Princess/Frozen",2898.75434300911,1,"Port Canaveral",96,2,6,0,0
1709,1,1,"Concierge",67381.018,"Summer",3053,"Star Wars",8736.64163694642,1,"San Diego",80,3,14,0,0
1716,1,1,"Concierge",79759.755,"Spring",3305,"Marvel",2898.75434300911,1,"New York",51,2,4,0,0
1717,1,0,"Oceanview",778505.5762,"Fall",2288,"prin_fro",2898.75434300911,1,"Copenhagen",86,1,8,0,0
1727,1,0,"Verandah",51921.637,"Spring",2654,"Marvel",2898.75434300911,1,"Copenhagen",92,4,12,0,0
1810,1,0,"Inside",489.84,"Spring",2339,"prin_fro",2898.75434300911,1,"San Diego",70,5,14,1,0
1847,1,0,"Inside",4245.024,"Spring",2456,"Princess/Frozen",2125.92492583543,1,"New York",149,2,5,0,1
1926,1,0,"Concierge",248015.586,"Winter",2917,"Star Wars",1994.26297586076,1,"Copenhagen",84,4,13,0,0
1937,1,1,"Concierge",2331.776,"Summer",2353,"NaN",2959.15181843154,1,"San Diego",200,4,16,0,0
1975,1,1,"Inside",126058.471,"Fall",1972,"NaN",3769.71606236734,1,"Copenhagen",42,0,NA,0,0
2032,1,1,"Inside",1122795.848,"Winter",1766,"NaN",5990.06840154268,1,"Barcelona",52,2,7,0,1
2033,1,0,"Concierge",531427.675,"Spring",2305,"Star Wars",8905.85863206088,1,"Copenhagen",108,4,11,0,1
2043,1,1,"Verandah",73183.233,"Spring",1994,"Star Wars",2898.75434300911,1,"Barcelona",36,2,9,1,1
2098,1,1,"Concierge",46189.833,"Fall",3261,"starwars",4266.76716784835,1,"Copenhagen",110,2,16,0,0
2129,1,0,"Oceanview",2794.515,"Summer",1857,"NaN",6211.03464249633,1,"New York",19,1,3,1,0
2169,1,1,"Concierge",64962.49,"Winter",3070,"starwars",2898.75434300911,1,"New York",113,1,12,0,0
2184,1,0,"Verandah",170628.481,"Summer",2568,"prin_fro",2898.75434300911,1,"Copenhagen",32,2,12,1,0
2208,1,0,"Oceanview",3583.917,"Winter",2632,"Star Wars",6839.29368542545,1,"San Diego",110,1,4,1,0
2221,1,0,"Inside",21462.565,"Winter",1418,"starwars",2898.75434300911,1,"New York",23,-1,NA,1,1
2246,1,1,"Verandah",483339.173,"Summer",2678,"Marvel",2898.75434300911,1,"Copenhagen",12,3,13,1,0
2260,1,0,"Concierge",656.521,"Fall",2750,"Princess/Frozen",9525.19784434251,1,"Copenhagen",87,2,17,0,0
2267,1,0,"Inside",1277.184,"Fall",2240,"starwars",2898.75434300911,1,"Port Canaveral",72,0,NA,0,0
2348,1,0,"Inside",49208.3487168,"Fall",1126,"NaN",2898.75434300911,1,"Port Canaveral",40,3,16,1,1
2350,1,0,"Inside",12611.547,"Spring",1569,"starwars",2898.75434300911,1,"Barcelona",39,1,3,0,0
2355,1,0,"Inside",345579.24,"Spring",1431,"NaN",2379.97302053347,1,"New York",137,5,11,1,1
2473,1,1,"Oceanview",1272.477,"Fall",2576,"Marvel",2898.75434300911,1,"San Diego",57,2,5,0,0
2492,1,0,"Oceanview",109266.486,"Summer",2070,"Marvel",2898.75434300911,1,"Barcelona",31,3,18,1,0
2500,1,0,"Inside",74932.729,"Spring",2112,"prin_fro",9663.40647830963,1,"Port Canaveral",46,1,9,0,1
2512,1,0,"Verandah",30008.331,"Winter",2929,"Marvel",4354.0462368831,1,"San Diego",69,1,13,1,0
2611,1,0,"Verandah",749.776,"Summer",2224,"starwars",8465.50969646648,1,"Barcelona",40,4,14,1,0
2668,1,1,"Verandah",1787.251,"Fall",2988,"Princess/Frozen",3184.71422930919,1,"Copenhagen",47,2,7,0,0
2688,1,0,"Verandah",90.002,"Winter",2760,"Marvel",2898.75434300911,1,"New York",45,2,4,1,0
2697,1,0,"Oceanview",3660.057,"Summer",2504,"prin_fro",11112.8540940542,1,"Barcelona",46,1,6,0,0
2740,1,0,"Inside",3669.129,"Summer",2104,"NaN",2939.8770776473,1,"Port Canaveral",61,4,18,0,1
2786,1,1,"Concierge",16707.55,"Winter",2894,"prin_fro",2898.75434300911,1,"New York",62,3,17,1,0
2805,1,1,"Verandah",1235.914,"Spring",2522,"Princess/Frozen",2279.92993729487,1,"Copenhagen",104,1,7,0,0
2830,1,0,"Inside",146467.135,"Winter",2450,"Princess/Frozen",9955.7807313174,1,"Port Canaveral",63,3,11,0,1
2852,1,0,"Inside",88970.163,"Winter",1817,"Princess/Frozen",433.043660410866,1,"New York",94,1,5,0,0
2873,1,0,"Verandah",2089.045,"Spring",2360,"prin_fro",2898.75434300911,1,"Port Canaveral",126,2,17,0,0
2880,1,1,"Verandah",23640.53,"Fall",2656,"Marvel",10778.5606217191,1,"San Diego",105,3,13,0,0
2906,1,1,"Oceanview",152794.3578976,"Fall",1418,"prin_fro",2679.95438144133,1,"Copenhagen",79,2,16,1,0
2912,1,0,"Inside",61099.929,"Summer",2463,"Star Wars",2898.75434300911,1,"Copenhagen",39,1,7,0,0
2956,1,0,"Concierge",4038.416,"Winter",2164,"NaN",2898.75434300911,1,"New York",20,3,14,0,1
2970,1,0,"Verandah",264829.299,"Summer",2844,"Star Wars",10499.5909052074,1,"Barcelona",142,2,4,1,0
3000,1,0,"Verandah",6667.514,"Fall",1868,"starwars",2548.63341593482,1,"Port Canaveral",206,0,NA,0,1
3015,1,0,"Concierge",407.311,"Winter",2603,"Star Wars",2898.75434300911,1,"Port Canaveral",49,2,16,0,1
3019,1,0,"Verandah",24753.599,"Spring",1931,"starwars",2898.75434300911,1,"San Diego",61,1,3,0,0
3052,1,0,"Concierge",189388.124,"Summer",2220,"NaN",1642.38871891275,1,"Port Canaveral",70,1,5,0,0
3058,1,0,"Concierge",144.71,"Fall",2928,"prin_fro",2898.75434300911,1,"New York",60,2,9,1,0
3130,1,1,"Inside",262.879,"Winter",2032,"prin_fro",2898.75434300911,1,"Barcelona",28,1,5,0,0
3222,1,0,"Concierge",79815.692,"Winter",2345,"starwars",7639.44132930674,1,"San Diego",97,1,5,0,0
3248,1,0,"Inside",1553.833,"Fall",2463,"Princess/Frozen",10006.5519648373,1,"Barcelona",108,4,14,0,0
3276,1,0,"Inside",1262.468,"Spring",1436,"starwars",2898.75434300911,1,"New York",128,4,17,1,0
3282,1,0,"Inside",1343.74,"Spring",2414,"Star Wars",1916.09350985847,1,"Port Canaveral",64,3,17,0,0
3312,1,1,"Concierge",256.865,"Summer",3416,"prin_fro",2898.75434300911,1,"New York",22,1,10,1,0
3339,1,1,"Verandah",19473.851,"Winter",3062,"Marvel",1795.35916206576,1,"New York",36,1,2,0,0
3380,1,0,"Concierge",4659.746,"Spring",3386,"starwars",2941.10343406759,1,"San Diego",73,2,7,0,0
3407,1,0,"Inside",77605.657,"Winter",1278,"Princess/Frozen",8802.2090202909,1,"Copenhagen",32,5,13,0,0
3408,1,1,"Verandah",101429.219,"Winter",2915,"Princess/Frozen",590.973146189377,1,"Copenhagen",78,2,11,1,0
3412,1,0,"Inside",3894.986,"Spring",2486,"NaN",2964.82996108085,1,"Port Canaveral",250,2,15,0,1
3420,1,0,"Concierge",195458.683,"Summer",2979,"Star Wars",2870.63772871532,1,"Barcelona",59,3,13,0,0
3488,1,0,"Concierge",312946.142,"Fall",2282,"Marvel",1874.82237498909,1,"San Diego",83,3,14,0,0
3490,1,0,"Concierge",3248.887,"Fall",3400,"prin_fro",2898.75434300911,1,"New York",99,3,11,0,1
3537,1,0,"Concierge",12736.485,"Fall",3035,"NaN",2898.75434300911,1,"Copenhagen",24,4,13,0,0
3577,1,0,"Concierge",105411.592,"Winter",3339,"Star Wars",2898.75434300911,1,"Copenhagen",16,1,3,1,0
3594,1,1,"Verandah",695.689,"Winter",2380,"Marvel",1917.24969078414,1,"Port Canaveral",44,3,17,1,0
3608,1,1,"Oceanview",157755.734,"Winter",1921,"NaN",10528.6573270049,1,"Barcelona",155,3,16,0,0
3625,1,0,"Inside",18962.076,"Winter",1105,"Marvel",9102.41207757629,1,"New York",36,3,17,0,1
3721,1,0,"Verandah",63931.192,"Fall",2446,"Star Wars",2898.75434300911,1,"New York",41,5,14,1,0
3737,1,0,"Verandah",2.345,"Fall",2517,"starwars",2898.75434300911,1,"Barcelona",61,2,8,1,1
3740,1,0,"Verandah",20336.171,"Fall",3063,"Marvel",3245.34516134039,1,"New York",47,2,17,1,0
3752,1,0,"Verandah",7818.279,"Winter",2958,"starwars",1838.8416150596,1,"Barcelona",94,1,4,0,0
3774,1,1,"Concierge",9391.444,"Fall",3129,"Princess/Frozen",2898.75434300911,1,"New York",66,2,15,0,0
3795,1,0,"Oceanview",267.814,"Fall",1728,"starwars",10033.4576097094,1,"Copenhagen",17,4,16,0,0
3812,1,0,"Concierge",1566.51,"Winter",2713,"Star Wars",2317.73783883266,1,"New York",103,1,3,0,0
3842,1,1,"Oceanview",16262.807,"Fall",2346,"Marvel",11982.4717929829,1,"New York",21,2,12,0,0
3846,1,0,"Oceanview",828.674,"Spring",2173,"Marvel",1864.68362389691,1,"Copenhagen",46,2,14,0,0
3867,1,0,"Inside",1229.076,"Spring",2346,"prin_fro",2898.75434300911,1,"New York",35,3,12,0,0
3921,1,0,"Verandah",18179.969,"Summer",2548,"NaN",2150.29756068028,1,"San Diego",116,1,8,0,0
3934,1,0,"Oceanview",126090.583,"Spring",2607,"NaN",2898.75434300911,1,"Copenhagen",45,2,18,1,0
3978,1,1,"Inside",13703.7,"Summer",1640,"NaN",3658.15371947102,1,"New York",24,1,13,1,0
4006,1,0,"Verandah",5787.974,"Summer",2548,"Star Wars",9385.30380741693,1,"Barcelona",14,3,12,0,0
4029,1,0,"Inside",197.724,"Spring",2113,"Princess/Frozen",8567.64838850312,1,"Barcelona",49,3,13,1,0
4053,1,0,"Inside",235324.314,"Summer",1179,"prin_fro",2898.75434300911,1,"New York",24,2,11,0,0
4068,1,0,"Inside",1081.581,"Fall",1195,"prin_fro",2898.75434300911,1,"Copenhagen",138,2,10,1,0
4090,1,1,"Concierge",42636.07,"Winter",2434,"Princess/Frozen",2898.75434300911,1,"New York",59,3,12,0,0
4107,1,0,"Inside",955.434,"Winter",1217,"prin_fro",4667.88589572571,1,"San Diego",58,2,12,0,0
4204,1,0,"Verandah",258748.912,"Summer",2245,"prin_fro",2898.75434300911,1,"Copenhagen",54,4,17,1,0
4208,1,0,"Oceanview",5.697,"Fall",2630,"Princess/Frozen",2658.92793478891,1,"New York",91,4,17,1,1
4216,1,0,"Oceanview",645861.527,"Winter",2108,"Princess/Frozen",9903.86688481644,1,"Copenhagen",31,2,3,0,0
4232,1,0,"Verandah",56144.791,"Fall",1848,"prin_fro",2898.75434300911,1,"Port Canaveral",193,3,17,0,0
4337,1,0,"Verandah",115534.493,"Fall",2894,"prin_fro",2898.75434300911,1,"Barcelona",39,1,5,0,0
4377,1,0,"Verandah",881.179,"Fall",2520,"Star Wars",3059.1009159267,1,"New York",22,2,14,0,0
4423,1,1,"Inside",49078.535,"Summer",1669,"NaN",2898.75434300911,1,"New York",69,2,6,0,0
4463,1,0,"Concierge",52169.551,"Spring",3281,"prin_fro",5926.47391302846,1,"New York",117,3,11,1,0
4466,1,0,"Verandah",35497.729672,"Winter",2871,"Marvel",2898.75434300911,1,"New York",89,0,NA,0,0
4487,1,0,"Inside",114019.613,"Winter",1688,"prin_fro",2898.75434300911,1,"New York",37,2,4,0,0
4510,1,0,"Inside",145970.831,"Fall",1771,"starwars",2898.75434300911,1,"New York",34,5,16,1,0
4533,1,0,"Oceanview",121311.517,"Fall",1547,"starwars",2898.75434300911,1,"Port Canaveral",70,3,15,0,0
4551,1,0,"Oceanview",10174.178,"Spring",2809,"NaN",2898.75434300911,1,"New York",33,1,9,1,0
4579,1,1,"Oceanview",9298.06,"Spring",2688,"Star Wars",4350.88837370127,1,"Barcelona",10,6,17,0,0
4665,1,0,"Oceanview",20821.074,"Fall",1573,"Star Wars",2898.75434300911,1,"New York",41,2,16,0,0
4691,1,1,"Oceanview",31.44,"Spring",2831,"Marvel",10961.6765856501,1,"New York",24,3,14,0,1
4785,1,0,"Verandah",1874.613,"Summer",2190,"Princess/Frozen",2898.75434300911,1,"Barcelona",108,0,NA,0,1
4795,1,1,"Concierge",1364.993,"Fall",2282,"starwars",2898.75434300911,1,"New York",105,4,16,1,0
4828,1,0,"Oceanview",94876.519,"Fall",1428,"starwars",312.001790386066,1,"San Diego",62,0,NA,0,0
4873,1,0,"Oceanview",49157.7689296,"Summer",2168,"Princess/Frozen",2898.75434300911,1,"New York",103,2,9,0,0
4918,1,0,"Concierge",643.861,"Winter",3576,"Star Wars",4526.43494330309,1,"San Diego",181,1,4,1,1
4940,1,0,"Oceanview",155648.917,"Summer",2705,"Princess/Frozen",2969.7276731167,1,"Port Canaveral",79,2,10,1,1
4990,1,1,"Concierge",149202.425,"Fall",2566,"prin_fro",6165.28102918044,1,"Port Canaveral",74,0,NA,0,0
5039,1,0,"Verandah",90259.631,"Winter",1759,"prin_fro",2898.75434300911,1,"New York",130,2,16,0,0
5056,1,0,"Verandah",19986.761,"Spring",1949,"Marvel",2898.75434300911,1,"Port Canaveral",91,1,6,1,0
5118,1,0,"Concierge",2009.197,"Spring",2658,"NaN",2898.75434300911,1,"San Diego",53,5,12,1,0
5136,1,0,"Verandah",35.299,"Spring",2564,"Marvel",3835.2998077821,1,"Port Canaveral",74,0,NA,1,0
5184,1,0,"Concierge",179511.239,"Spring",3310,"NaN",11468.6468360066,1,"Copenhagen",29,2,11,0,0
5201,1,1,"Concierge",11456.647,"Summer",2918,"prin_fro",2898.75434300911,1,"New York",39,3,13,0,0
5213,1,1,"Oceanview",148492.369,"Spring",2155,"Princess/Frozen",2898.75434300911,1,"Copenhagen",20,2,14,0,0
5249,1,0,"Verandah",15133.142,"Winter",2344,"Marvel",2898.75434300911,1,"San Diego",66,2,7,0,1
5256,1,1,"Verandah",43888.381,"Winter",2140,"Marvel",2898.75434300911,1,"Port Canaveral",108,3,17,0,0
5271,1,0,"Verandah",202213.386,"Winter",2993,"Marvel",5004.0268070478,1,"San Diego",55,1,3,0,0
5279,1,1,"Inside",911.527,"Winter",1149,"Marvel",3036.95683398917,1,"San Diego",105,2,11,0,0
5287,1,0,"Verandah",8837.765,"Summer",1927,"NaN",2898.75434300911,1,"Barcelona",17,2,6,0,1
5338,1,0,"Oceanview",48015.608,"Winter",2335,"Princess/Frozen",10737.2150625236,1,"Copenhagen",30,1,7,0,1
5368,1,0,"Inside",8963.152,"Summer",1991,"Marvel",3399.94871803485,1,"New York",57,2,5,0,0
5376,1,0,"Inside",8598.273,"Fall",1778,"prin_fro",2898.75434300911,1,"Barcelona",36,1,9,0,0
5377,1,1,"Inside",2406.388,"Fall",1405,"starwars",2898.75434300911,1,"Port Canaveral",43,2,3,1,0
5431,1,0,"Inside",5031.718,"Winter",1132,"Marvel",2898.75434300911,1,"New York",48,2,16,1,0
5450,1,0,"Verandah",2091.656,"Fall",1750,"Star Wars",2898.75434300911,1,"Barcelona",32,4,11,0,0
5471,1,0,"Verandah",22925.3516336,"Summer",3135,"Star Wars",3497.35743119568,1,"San Diego",126,2,10,1,0
5481,1,0,"Oceanview",25040.0988368,"Winter",2162,"Princess/Frozen",3494.473121427,1,"Copenhagen",14,3,14,0,0
5489,1,0,"Inside",3170.052,"Fall",1369,"prin_fro",5994.0812816523,1,"San Diego",79,2,9,0,0
5493,1,0,"Oceanview",2259.347,"Summer",2339,"prin_fro",2898.75434300911,1,"San Diego",50,2,2,0,0
5565,1,0,"Verandah",3492.185,"Winter",2918,"Marvel",2898.75434300911,1,"Barcelona",53,2,14,0,0
5587,1,0,"Concierge",231469.147,"Winter",3117,"Marvel",3360.78115989715,1,"San Diego",110,2,3,0,0
5595,1,0,"Oceanview",147533.84,"Spring",2549,"Marvel",2898.75434300911,1,"Barcelona",102,5,11,1,0
5618,1,0,"Oceanview",88302.408,"Summer",2874,"starwars",2898.75434300911,1,"Barcelona",67,2,5,1,0
5627,1,0,"Inside",23247.6685728,"Spring",1794,"Marvel",11261.1228565186,1,"New York",13,2,6,1,0
5633,1,0,"Inside",8516.18,"Fall",1728,"Marvel",2898.75434300911,1,"Barcelona",12,1,8,0,0
5658,1,0,"Concierge",3254.04,"Fall",2609,"prin_fro",3560.59625342637,1,"Barcelona",93,0,NA,0,0
5665,1,0,"Concierge",226092.935,"Winter",2392,"Star Wars",2898.75434300911,1,"Copenhagen",32,0,NA,1,0
5697,1,0,"Concierge",83409.213,"Summer",3393,"prin_fro",2898.75434300911,1,"San Diego",76,3,14,1,0
5699,1,1,"Verandah",5445.397,"Fall",2209,"NaN",1685.32129776217,1,"Barcelona",37,2,6,0,0
